#node1,node2,node1_string_id,node2_string_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score
CCND1,JAK2,9606.ENSP00000227507,9606.ENSP00000371067,0,0,0,0,0.055,0,0.400,0.760,0.852
CCND1,PTEN,9606.ENSP00000227507,9606.ENSP00000361021,0,0,0,0,0.070,0,0,0.850,0.855
CCND1,BRCA2,9606.ENSP00000227507,9606.ENSP00000369497,0,0,0,0,0,0.510,0,0.727,0.861
CCND1,BRAF,9606.ENSP00000227507,9606.ENSP00000419060,0,0,0,0,0,0,0,0.864,0.864
CCND1,BCL6,9606.ENSP00000227507,9606.ENSP00000384371,0,0,0,0,0.069,0,0.400,0.787,0.870
CCND1,SRC,9606.ENSP00000227507,9606.ENSP00000362680,0,0,0,0,0.087,0.287,0.400,0.719,0.875
CCND1,HIF1A,9606.ENSP00000227507,9606.ENSP00000437955,0,0,0,0,0.042,0,0.400,0.802,0.876
CCND1,NOTCH1,9606.ENSP00000227507,9606.ENSP00000498587,0,0,0,0,0.103,0,0.500,0.800,0.902
CCND1,ERBB2,9606.ENSP00000227507,9606.ENSP00000269571,0,0,0,0,0.084,0.301,0,0.862,0.904
CCND1,JUN,9606.ENSP00000227507,9606.ENSP00000360266,0,0,0,0,0.042,0.292,0.500,0.790,0.919
CCND1,BRCA1,9606.ENSP00000227507,9606.ENSP00000418960,0,0,0,0,0,0.510,0,0.848,0.922
CCND1,AKT1,9606.ENSP00000227507,9606.ENSP00000451828,0,0,0,0,0.088,0,0,0.919,0.923
CCND1,MDM2,9606.ENSP00000227507,9606.ENSP00000258149,0,0,0,0,0.055,0.292,0,0.898,0.926
CCND1,LEF1,9606.ENSP00000227507,9606.ENSP00000265165,0,0,0,0,0.074,0,0.500,0.861,0.930
CCND1,CCND3,9606.ENSP00000227507,9606.ENSP00000362082,0,0,0.064,0.941,0,0,0.900,0.405,0.939
CCND1,CCND2,9606.ENSP00000227507,9606.ENSP00000261254,0,0,0.058,0.960,0.053,0,0.900,0.429,0.942
CCND1,TP53,9606.ENSP00000227507,9606.ENSP00000269305,0,0,0,0,0,0.292,0,0.928,0.946
CCND1,CREB1,9606.ENSP00000227507,9606.ENSP00000387699,0,0,0,0,0,0,0.750,0.805,0.949
CCND1,AR,9606.ENSP00000227507,9606.ENSP00000363822,0,0,0,0,0.072,0.738,0,0.831,0.955
CCND1,BCL2,9606.ENSP00000227507,9606.ENSP00000381185,0,0,0,0,0.052,0,0,0.957,0.958
CCND1,MYC,9606.ENSP00000227507,9606.ENSP00000478887,0,0,0,0,0.067,0,0.400,0.950,0.969
CCND1,CTNNB1,9606.ENSP00000227507,9606.ENSP00000495360,0,0,0,0,0.073,0.300,0.500,0.926,0.972
CCND1,EP300,9606.ENSP00000227507,9606.ENSP00000263253,0,0,0,0,0,0.735,0.500,0.822,0.974
CCND1,STAT3,9606.ENSP00000227507,9606.ENSP00000264657,0,0,0,0,0.054,0.644,0.500,0.898,0.980
CCND1,CREBBP,9606.ENSP00000227507,9606.ENSP00000262367,0,0,0,0,0,0.292,0.900,0.828,0.986
CCND1,CDKN2C,9606.ENSP00000227507,9606.ENSP00000262662,0,0,0,0,0,0.627,0.900,0.740,0.989
CCND1,ESR1,9606.ENSP00000227507,9606.ENSP00000405330,0,0,0,0,0.069,0.625,0.750,0.971,0.997
CCND1,RB1,9606.ENSP00000227507,9606.ENSP00000267163,0,0,0,0,0,0.932,0.900,0.831,0.998
CCND1,CDKN2A,9606.ENSP00000227507,9606.ENSP00000418915,0,0,0,0,0,0.726,0.900,0.946,0.998
CCND1,CDKN1B,9606.ENSP00000227507,9606.ENSP00000228872,0,0,0,0,0.098,0.991,0.900,0.992,0.999
CCND1,CDK4,9606.ENSP00000227507,9606.ENSP00000257904,0,0,0,0,0.131,0.999,0.900,0.999,0.999
CCND1,CDK6,9606.ENSP00000227507,9606.ENSP00000265734,0,0,0,0,0.112,0.995,0.900,0.998,0.999
CCND1,CDKN1A,9606.ENSP00000227507,9606.ENSP00000384849,0,0,0,0,0.118,0.996,0.900,0.995,0.999
CCND2,TSC2,9606.ENSP00000261254,9606.ENSP00000219476,0,0,0,0,0,0.328,0,0.296,0.507
CCND2,CCND1,9606.ENSP00000261254,9606.ENSP00000227507,0,0,0.058,0.960,0.053,0,0.900,0.429,0.942
CCND2,GLI1,9606.ENSP00000261254,9606.ENSP00000228682,0,0,0,0,0.047,0,0,0.484,0.487
CCND2,CDKN1B,9606.ENSP00000261254,9606.ENSP00000228872,0,0,0,0,0.098,0.994,0.900,0.707,0.999
CCND2,CCR7,9606.ENSP00000261254,9606.ENSP00000246657,0,0,0,0,0.066,0,0,0.386,0.402
CCND2,SMO,9606.ENSP00000261254,9606.ENSP00000249373,0,0,0,0,0.084,0,0,0.430,0.456
CCND2,FOXA1,9606.ENSP00000261254,9606.ENSP00000250448,0,0,0,0,0,0,0,0.492,0.491
CCND2,H3-3B,9606.ENSP00000261254,9606.ENSP00000254810,0,0,0,0,0.062,0,0,0.424,0.437
CCND2,KRAS,9606.ENSP00000261254,9606.ENSP00000256078,0,0,0,0,0.060,0.089,0,0.663,0.687
CCND2,PDGFRA,9606.ENSP00000261254,9606.ENSP00000257290,0,0,0,0,0.062,0.175,0,0.379,0.477
CCND2,LMO2,9606.ENSP00000261254,9606.ENSP00000257818,0,0,0,0,0,0,0,0.847,0.847
CCND2,CDK4,9606.ENSP00000261254,9606.ENSP00000257904,0,0,0,0,0.110,0.995,0.900,0.996,0.999
CCND2,MDM2,9606.ENSP00000261254,9606.ENSP00000258149,0,0,0,0,0,0,0,0.492,0.492
CCND2,MGMT,9606.ENSP00000261254,9606.ENSP00000302111,0,0,0,0,0,0,0,0.400,0.400
CCND2,FGFR3,9606.ENSP00000261254,9606.ENSP00000339824,0,0,0,0,0.055,0,0,0.400,0.409
CCND2,KLF4,9606.ENSP00000261254,9606.ENSP00000363804,0,0,0,0,0.087,0,0,0.383,0.413
CCND2,IRF4,9606.ENSP00000261254,9606.ENSP00000370343,0,0,0,0,0.094,0,0,0.383,0.417
CCND2,PBRM1,9606.ENSP00000261254,9606.ENSP00000386593,0,0,0,0,0,0,0,0.430,0.430
CCND2,MET,9606.ENSP00000261254,9606.ENSP00000317272,0,0,0,0,0,0.179,0,0.339,0.434
CCND2,KIT,9606.ENSP00000261254,9606.ENSP00000288135,0,0,0,0,0.089,0,0,0.406,0.436
CCND2,CDH1,9606.ENSP00000261254,9606.ENSP00000261769,0,0,0,0,0.049,0,0,0.432,0.437
CCND2,SOX2,9606.ENSP00000261254,9606.ENSP00000323588,0,0,0,0,0.071,0,0,0.420,0.439
CCND2,NSD2,9606.ENSP00000261254,9606.ENSP00000372351,0,0,0,0,0.067,0,0,0.424,0.440
CCND2,STAT5B,9606.ENSP00000261254,9606.ENSP00000293328,0,0,0,0,0.067,0.091,0,0.401,0.448
CCND2,LEF1,9606.ENSP00000261254,9606.ENSP00000265165,0,0,0,0,0.103,0,0,0.414,0.452
CCND2,AXIN2,9606.ENSP00000261254,9606.ENSP00000302625,0,0,0,0,0.065,0,0,0.439,0.453
CCND2,BRCA1,9606.ENSP00000261254,9606.ENSP00000418960,0,0,0,0,0,0,0,0.456,0.456
CCND2,HMGA2,9606.ENSP00000261254,9606.ENSP00000437621,0,0,0,0,0.055,0,0,0.453,0.461
CCND2,HIF1A,9606.ENSP00000261254,9606.ENSP00000437955,0,0,0,0,0,0.175,0,0.375,0.463
CCND2,FOXO1,9606.ENSP00000261254,9606.ENSP00000368880,0,0,0,0,0.056,0,0,0.458,0.466
CCND2,EZH2,9606.ENSP00000261254,9606.ENSP00000320147,0,0,0,0,0.069,0,0,0.456,0.472
CCND2,PTCH1,9606.ENSP00000261254,9606.ENSP00000332353,0,0,0,0,0.048,0,0,0.469,0.473
CCND2,PTK6,9606.ENSP00000261254,9606.ENSP00000442460,0,0,0,0,0.074,0,0.400,0.130,0.474
CCND2,ETNK1,9606.ENSP00000261254,9606.ENSP00000500633,0,0,0,0,0.083,0,0,0.450,0.474
CCND2,ATM,9606.ENSP00000261254,9606.ENSP00000278616,0,0,0,0,0,0,0,0.476,0.476
CCND2,AKT3,9606.ENSP00000261254,9606.ENSP00000500582,0,0,0,0,0.085,0,0,0.453,0.479
CCND2,BRD3,9606.ENSP00000261254,9606.ENSP00000305918,0,0,0,0,0.055,0,0,0.479,0.486
CCND2,NOTCH1,9606.ENSP00000261254,9606.ENSP00000498587,0,0,0,0,0.123,0,0,0.446,0.493
CCND2,IDH2,9606.ENSP00000261254,9606.ENSP00000331897,0,0,0,0,0,0,0,0.496,0.495
CCND2,TERT,9606.ENSP00000261254,9606.ENSP00000309572,0,0,0,0,0.042,0.187,0,0.410,0.500
CCND2,NPM1,9606.ENSP00000261254,9606.ENSP00000296930,0,0,0,0,0.062,0,0,0.503,0.514
CCND2,PDGFRB,9606.ENSP00000261254,9606.ENSP00000261799,0,0,0,0,0.060,0,0,0.506,0.516
CCND2,ESR1,9606.ENSP00000261254,9606.ENSP00000405330,0,0,0,0,0.055,0,0,0.510,0.517
CCND2,CBFB,9606.ENSP00000261254,9606.ENSP00000415151,0,0,0,0,0.042,0,0.500,0.093,0.527
CCND2,CASP3,9606.ENSP00000261254,9606.ENSP00000311032,0,0,0,0,0.055,0,0,0.522,0.529
CCND2,ERBB2,9606.ENSP00000261254,9606.ENSP00000269571,0,0,0,0,0,0.177,0,0.464,0.540
CCND2,STAT3,9606.ENSP00000261254,9606.ENSP00000264657,0,0,0,0,0.061,0.091,0,0.505,0.541
CCND2,MAP2K1,9606.ENSP00000261254,9606.ENSP00000302486,0,0,0,0,0.059,0,0,0.540,0.549
CCND2,SOCS1,9606.ENSP00000261254,9606.ENSP00000496577,0,0,0,0,0.062,0,0,0.541,0.551
CCND2,EP300,9606.ENSP00000261254,9606.ENSP00000263253,0,0,0,0,0,0,0,0.557,0.557
CCND2,CTNNB1,9606.ENSP00000261254,9606.ENSP00000495360,0,0,0,0,0.055,0.052,0,0.548,0.560
CCND2,MYCN,9606.ENSP00000261254,9606.ENSP00000281043,0,0,0,0,0.091,0,0,0.545,0.569
CCND2,PIK3CA,9606.ENSP00000261254,9606.ENSP00000263967,0,0,0,0,0,0.225,0,0.486,0.584
CCND2,HRAS,9606.ENSP00000261254,9606.ENSP00000407586,0,0,0,0,0.058,0.089,0,0.569,0.597
CCND2,SMAD4,9606.ENSP00000261254,9606.ENSP00000341551,0,0,0,0,0.060,0,0,0.589,0.597
CCND2,BRAF,9606.ENSP00000261254,9606.ENSP00000419060,0,0,0,0,0,0,0,0.600,0.600
CCND2,DICER1,9606.ENSP00000261254,9606.ENSP00000437256,0,0,0,0,0.042,0,0,0.602,0.602
CCND2,SRC,9606.ENSP00000261254,9606.ENSP00000362680,0,0,0,0,0.087,0,0.400,0.360,0.619
CCND2,NRAS,9606.ENSP00000261254,9606.ENSP00000358548,0,0,0,0,0.063,0.089,0,0.592,0.622
CCND2,EGFR,9606.ENSP00000261254,9606.ENSP00000275493,0,0,0,0,0,0.045,0,0.626,0.628
CCND2,MAF,9606.ENSP00000261254,9606.ENSP00000327048,0,0,0,0,0.095,0,0,0.616,0.637
CCND2,CCNE1,9606.ENSP00000261254,9606.ENSP00000262643,0,0,0,0.641,0.102,0.173,0,0.554,0.640
CCND2,TP53,9606.ENSP00000261254,9606.ENSP00000269305,0,0,0,0,0.054,0,0,0.636,0.641
CCND2,MAFB,9606.ENSP00000261254,9606.ENSP00000362410,0,0,0,0,0.055,0,0,0.657,0.662
CCND2,JUN,9606.ENSP00000261254,9606.ENSP00000360266,0,0,0,0,0.042,0,0,0.674,0.675
CCND2,AKT1,9606.ENSP00000261254,9606.ENSP00000451828,0,0,0,0,0.085,0.184,0,0.607,0.681
CCND2,RUNX1,9606.ENSP00000261254,9606.ENSP00000300305,0,0,0,0,0.086,0,0.500,0.376,0.690
CCND2,MYC,9606.ENSP00000261254,9606.ENSP00000478887,0,0,0,0,0.050,0,0,0.699,0.701
CCND2,PTEN,9606.ENSP00000261254,9606.ENSP00000361021,0,0,0,0,0.070,0.312,0,0.578,0.706
CCND2,ABL1,9606.ENSP00000261254,9606.ENSP00000361423,0,0,0,0,0,0.292,0.400,0.373,0.710
CCND2,JAK2,9606.ENSP00000261254,9606.ENSP00000371067,0,0,0,0,0.087,0,0.400,0.515,0.711
CCND2,BCL6,9606.ENSP00000261254,9606.ENSP00000384371,0,0,0,0,0.074,0,0,0.846,0.851
CCND2,BCL2,9606.ENSP00000261254,9606.ENSP00000381185,0,0,0,0,0.064,0,0,0.882,0.885
CCND2,CCND3,9606.ENSP00000261254,9606.ENSP00000362082,0,0,0.059,0.960,0.044,0,0.900,0.383,0.937
CCND2,CDKN2C,9606.ENSP00000261254,9606.ENSP00000262662,0,0,0,0,0,0.175,0.900,0.588,0.963
CCND2,RB1,9606.ENSP00000261254,9606.ENSP00000267163,0,0,0,0,0.042,0.767,0.900,0.547,0.988
CCND2,CDKN2A,9606.ENSP00000261254,9606.ENSP00000418915,0,0,0,0,0,0.609,0.900,0.780,0.990
CCND2,CDK6,9606.ENSP00000261254,9606.ENSP00000265734,0,0,0,0,0.169,0.995,0.900,0.996,0.999
CCND2,CDKN1A,9606.ENSP00000261254,9606.ENSP00000384849,0,0,0,0,0.100,0.994,0.900,0.787,0.999
CCND3,TSC2,9606.ENSP00000362082,9606.ENSP00000219476,0,0,0,0,0.049,0.328,0,0.287,0.505
CCND3,CCND1,9606.ENSP00000362082,9606.ENSP00000227507,0,0,0.064,0.941,0,0,0.900,0.405,0.939
CCND3,CDKN1B,9606.ENSP00000362082,9606.ENSP00000228872,0,0,0,0,0.098,0.994,0.900,0.901,0.999
CCND3,RARA,9606.ENSP00000362082,9606.ENSP00000254066,0,0,0,0,0.071,0.292,0,0.482,0.630
CCND3,KRAS,9606.ENSP00000362082,9606.ENSP00000256078,0,0,0,0,0.058,0.081,0,0.419,0.453
CCND3,NOTCH2,9606.ENSP00000362082,9606.ENSP00000256646,0,0,0,0,0.103,0,0,0.373,0.414
CCND3,CDK4,9606.ENSP00000362082,9606.ENSP00000257904,0,0,0,0,0.107,0.999,0.900,0.997,0.999
CCND3,MDM2,9606.ENSP00000362082,9606.ENSP00000258149,0,0,0,0,0,0,0,0.460,0.460
CCND3,CCND2,9606.ENSP00000362082,9606.ENSP00000261254,0,0,0.059,0.960,0.044,0,0.900,0.383,0.937
CCND3,CREBBP,9606.ENSP00000362082,9606.ENSP00000262367,0,0,0,0,0,0.784,0,0.383,0.861
CCND3,CCNE1,9606.ENSP00000362082,9606.ENSP00000262643,0,0,0,0.644,0.102,0,0,0.603,0.629
CCND3,CDKN2C,9606.ENSP00000362082,9606.ENSP00000262662,0,0,0,0,0.062,0.784,0.900,0.725,0.993
CCND3,TCF3,9606.ENSP00000362082,9606.ENSP00000262965,0,0,0,0,0.111,0,0,0.366,0.412
CCND3,PIK3CA,9606.ENSP00000362082,9606.ENSP00000263967,0,0,0,0,0,0,0,0.430,0.430
CCND3,STAT3,9606.ENSP00000362082,9606.ENSP00000264657,0,0,0,0,0.068,0.091,0,0.462,0.505
CCND3,CDK6,9606.ENSP00000362082,9606.ENSP00000265734,0,0,0,0,0.107,0.995,0.900,0.997,0.999
CCND3,RB1,9606.ENSP00000362082,9606.ENSP00000267163,0,0,0,0,0,0.667,0.900,0.712,0.989
CCND3,TP53,9606.ENSP00000362082,9606.ENSP00000269305,0,0,0,0,0.049,0,0,0.635,0.638
CCND3,ERBB2,9606.ENSP00000362082,9606.ENSP00000269571,0,0,0,0,0,0.045,0,0.450,0.452
CCND3,EGFR,9606.ENSP00000362082,9606.ENSP00000275493,0,0,0,0,0,0.045,0,0.449,0.451
CCND3,ATM,9606.ENSP00000362082,9606.ENSP00000278616,0,0,0,0,0.048,0,0,0.474,0.478
CCND3,KIT,9606.ENSP00000362082,9606.ENSP00000288135,0,0,0,0,0.069,0,0,0.581,0.593
CCND3,STAT5B,9606.ENSP00000362082,9606.ENSP00000293328,0,0,0,0,0.107,0.091,0,0.380,0.453
CCND3,RUNX1,9606.ENSP00000362082,9606.ENSP00000300305,0,0,0,0,0.099,0,0.500,0.616,0.811
CCND3,CASP3,9606.ENSP00000362082,9606.ENSP00000311032,0,0,0,0,0.055,0,0,0.519,0.526
CCND3,MAF,9606.ENSP00000362082,9606.ENSP00000327048,0,0,0,0,0.055,0,0,0.684,0.688
CCND3,CASP9,9606.ENSP00000362082,9606.ENSP00000330237,0,0,0,0,0.062,0,0,0.389,0.403
CCND3,FGFR3,9606.ENSP00000362082,9606.ENSP00000339824,0,0,0,0,0.055,0,0,0.540,0.546
CCND3,SMARCB1,9606.ENSP00000362082,9606.ENSP00000340883,0,0,0,0,0.045,0.075,0,0.461,0.482
CCND3,SGK1,9606.ENSP00000362082,9606.ENSP00000356832,0,0,0,0,0,0,0,0.486,0.486
CCND3,LMNA,9606.ENSP00000362082,9606.ENSP00000357283,0,0,0,0,0.074,0,0,0.439,0.458
CCND3,NRAS,9606.ENSP00000362082,9606.ENSP00000358548,0,0,0,0,0.058,0.081,0,0.407,0.442
CCND3,JUN,9606.ENSP00000362082,9606.ENSP00000360266,0,0,0,0,0,0,0,0.427,0.427
CCND3,PTEN,9606.ENSP00000362082,9606.ENSP00000361021,0,0,0,0,0.070,0,0,0.518,0.533
CCND3,ABL1,9606.ENSP00000362082,9606.ENSP00000361423,0,0,0,0,0,0,0.400,0.321,0.575
CCND3,BRAF,9606.ENSP00000362082,9606.ENSP00000419060,0,0,0,0,0,0,0,0.413,0.413
CCND3,CTNNB1,9606.ENSP00000362082,9606.ENSP00000495360,0,0,0,0,0.055,0.052,0,0.436,0.451
CCND3,BCL6,9606.ENSP00000362082,9606.ENSP00000384371,0,0,0,0,0.083,0,0,0.428,0.453
CCND3,PTK6,9606.ENSP00000362082,9606.ENSP00000442460,0,0,0,0,0.074,0,0.400,0.114,0.464
CCND3,NOTCH1,9606.ENSP00000362082,9606.ENSP00000498587,0,0,0,0,0.120,0,0,0.461,0.506
CCND3,CBFB,9606.ENSP00000362082,9606.ENSP00000415151,0,0,0,0,0.049,0,0.500,0.149,0.560
CCND3,JAK2,9606.ENSP00000362082,9606.ENSP00000371067,0,0,0,0,0.092,0,0.400,0.331,0.603
CCND3,BCL2,9606.ENSP00000362082,9606.ENSP00000381185,0,0,0,0,0.052,0,0,0.600,0.604
CCND3,NSD2,9606.ENSP00000362082,9606.ENSP00000372351,0,0,0,0,0.067,0,0,0.603,0.614
CCND3,CCNC,9606.ENSP00000362082,9606.ENSP00000428982,0,0,0,0,0,0,0,0.615,0.615
CCND3,SRC,9606.ENSP00000362082,9606.ENSP00000362680,0,0,0,0,0.102,0,0.400,0.357,0.623
CCND3,MYC,9606.ENSP00000362082,9606.ENSP00000478887,0,0,0,0,0,0,0,0.640,0.640
CCND3,MAFB,9606.ENSP00000362082,9606.ENSP00000362410,0,0,0,0,0.055,0,0,0.747,0.750
CCND3,AKT1,9606.ENSP00000362082,9606.ENSP00000451828,0,0,0,0,0.099,0,0,0.745,0.761
CCND3,CDKN2A,9606.ENSP00000362082,9606.ENSP00000418915,0,0,0,0,0,0,0.900,0.768,0.975
CCND3,CDKN1A,9606.ENSP00000362082,9606.ENSP00000384849,0,0,0,0,0.098,0.994,0.900,0.883,0.999
CCNE1,CCND1,9606.ENSP00000262643,9606.ENSP00000227507,0,0,0,0.665,0.104,0,0.500,0.674,0.841
CCNE1,CDKN1B,9606.ENSP00000262643,9606.ENSP00000228872,0,0,0,0,0.105,0.996,0.900,0.842,0.999
CCNE1,MSH2,9606.ENSP00000262643,9606.ENSP00000233146,0,0,0,0,0.138,0,0,0.339,0.406
CCNE1,MSH6,9606.ENSP00000262643,9606.ENSP00000234420,0,0,0,0,0.139,0,0,0.348,0.414
CCNE1,MYOD1,9606.ENSP00000262643,9606.ENSP00000250003,0,0,0,0,0.042,0,0,0.414,0.415
CCNE1,H3-3B,9606.ENSP00000262643,9606.ENSP00000254810,0,0,0,0,0.055,0,0,0.392,0.401
CCNE1,KRAS,9606.ENSP00000262643,9606.ENSP00000256078,0,0,0,0,0,0.099,0,0.581,0.607
CCNE1,CDK4,9606.ENSP00000262643,9606.ENSP00000257904,0,0,0,0,0.087,0.995,0.800,0.896,0.999
CCNE1,MDM2,9606.ENSP00000262643,9606.ENSP00000258149,0,0,0,0,0,0,0,0.585,0.585
CCNE1,CCND2,9606.ENSP00000262643,9606.ENSP00000261254,0,0,0,0.641,0.102,0.173,0,0.554,0.640
CCNE1,CDH1,9606.ENSP00000262643,9606.ENSP00000261769,0,0,0,0,0,0.067,0,0.475,0.489
CCNE1,AXIN1,9606.ENSP00000262643,9606.ENSP00000262320,0,0,0,0,0.059,0,0,0.426,0.437
CCNE1,CREBBP,9606.ENSP00000262643,9606.ENSP00000262367,0,0,0,0,0.053,0.292,0,0.296,0.487
CCNE1,MYCN,9606.ENSP00000262643,9606.ENSP00000281043,0,0,0,0,0.056,0,0,0.393,0.402
CCNE1,FGFR4,9606.ENSP00000262643,9606.ENSP00000292408,0,0,0,0,0.049,0.197,0,0.285,0.406
CCNE1,AKT2,9606.ENSP00000262643,9606.ENSP00000375892,0,0,0,0,0,0.074,0,0.385,0.406
CCNE1,MYCL,9606.ENSP00000262643,9606.ENSP00000380494,0,0,0,0,0.089,0,0,0.379,0.410
CCNE1,NF2,9606.ENSP00000262643,9606.ENSP00000344666,0,0,0,0,0.063,0.173,0,0.300,0.410
CCNE1,SMAD4,9606.ENSP00000262643,9606.ENSP00000341551,0,0,0,0,0,0.065,0,0.396,0.411
CCNE1,FKBP9,9606.ENSP00000262643,9606.ENSP00000439250,0,0,0,0,0.046,0,0.400,0.060,0.414
CCNE1,FGFR3,9606.ENSP00000262643,9606.ENSP00000339824,0,0,0,0,0.044,0.063,0,0.400,0.415
CCNE1,SRC,9606.ENSP00000262643,9606.ENSP00000362680,0,0,0,0,0.099,0.074,0,0.359,0.418
CCNE1,NRAS,9606.ENSP00000262643,9606.ENSP00000358548,0,0,0,0,0.055,0.099,0,0.376,0.423
CCNE1,NFKB2,9606.ENSP00000262643,9606.ENSP00000358983,0,0,0,0,0,0,0,0.428,0.428
CCNE1,JUN,9606.ENSP00000262643,9606.ENSP00000360266,0,0,0,0,0,0,0,0.433,0.433
CCNE1,CASP9,9606.ENSP00000262643,9606.ENSP00000330237,0,0,0,0,0.102,0,0,0.407,0.445
CCNE1,STK11,9606.ENSP00000262643,9606.ENSP00000324856,0,0,0,0,0.055,0.197,0,0.333,0.450
CCNE1,FGFR2,9606.ENSP00000262643,9606.ENSP00000410294,0,0,0,0,0,0.063,0,0.445,0.457
CCNE1,BUB1B,9606.ENSP00000262643,9606.ENSP00000287598,0,0,0,0,0.197,0,0,0.363,0.467
CCNE1,ERBB3,9606.ENSP00000262643,9606.ENSP00000267101,0,0,0,0,0,0.092,0,0.443,0.472
CCNE1,POLD1,9606.ENSP00000262643,9606.ENSP00000472445,0,0,0,0,0.152,0.292,0,0.196,0.475
CCNE1,PRKAR1A,9606.ENSP00000262643,9606.ENSP00000376475,0,0,0,0,0,0.312,0,0.276,0.481
CCNE1,FGFR1,9606.ENSP00000262643,9606.ENSP00000393312,0,0,0,0,0,0.063,0,0.477,0.488
CCNE1,AR,9606.ENSP00000262643,9606.ENSP00000363822,0,0,0,0,0,0.292,0,0.325,0.501
CCNE1,NF1,9606.ENSP00000262643,9606.ENSP00000351015,0,0,0,0,0.050,0,0,0.506,0.510
CCNE1,REL,9606.ENSP00000262643,9606.ENSP00000295025,0,0,0,0,0,0.071,0,0.497,0.512
CCNE1,CDK12,9606.ENSP00000262643,9606.ENSP00000398880,0,0,0,0,0,0.095,0,0.489,0.517
CCNE1,EZH2,9606.ENSP00000262643,9606.ENSP00000320147,0,0,0,0,0.158,0.051,0,0.448,0.520
CCNE1,ESR1,9606.ENSP00000262643,9606.ENSP00000405330,0,0,0,0,0,0,0,0.521,0.521
CCNE1,BRAF,9606.ENSP00000262643,9606.ENSP00000419060,0,0,0,0,0,0.074,0,0.508,0.525
CCNE1,ATM,9606.ENSP00000262643,9606.ENSP00000278616,0,0,0,0,0,0,0,0.537,0.537
CCNE1,SMARCB1,9606.ENSP00000262643,9606.ENSP00000340883,0,0,0,0,0.064,0.396,0,0.249,0.538
CCNE1,ARID2,9606.ENSP00000262643,9606.ENSP00000335044,0,0,0,0,0,0,0,0.539,0.539
CCNE1,MAX,9606.ENSP00000262643,9606.ENSP00000351490,0,0,0,0,0.055,0,0.500,0.106,0.541
CCNE1,CCNC,9606.ENSP00000262643,9606.ENSP00000428982,0,0,0,0,0.056,0,0,0.542,0.549
CCNE1,FANCA,9606.ENSP00000262643,9606.ENSP00000373952,0,0,0,0,0.142,0,0,0.505,0.557
CCNE1,CDKN2C,9606.ENSP00000262643,9606.ENSP00000262662,0,0,0,0,0.057,0.193,0,0.468,0.559
CCNE1,DICER1,9606.ENSP00000262643,9606.ENSP00000437256,0,0,0,0,0,0.079,0,0.541,0.559
CCNE1,CASP3,9606.ENSP00000262643,9606.ENSP00000311032,0,0,0,0,0.101,0,0,0.549,0.577
CCNE1,HRAS,9606.ENSP00000262643,9606.ENSP00000407586,0,0,0,0,0.060,0.099,0,0.543,0.579
CCNE1,JAK2,9606.ENSP00000262643,9606.ENSP00000371067,0,0,0,0,0.062,0.092,0,0.552,0.585
CCNE1,BRCA2,9606.ENSP00000262643,9606.ENSP00000369497,0,0,0,0,0.081,0,0,0.571,0.588
CCNE1,PTK6,9606.ENSP00000262643,9606.ENSP00000442460,0,0,0,0,0.099,0.074,0.500,0.153,0.599
CCNE1,CHEK2,9606.ENSP00000262643,9606.ENSP00000372023,0,0,0,0,0.264,0,0,0.481,0.602
CCNE1,BCL2,9606.ENSP00000262643,9606.ENSP00000381185,0,0,0,0,0,0,0,0.609,0.609
CCNE1,PTEN,9606.ENSP00000262643,9606.ENSP00000361021,0,0,0,0,0.082,0,0,0.597,0.615
CCNE1,ARID1A,9606.ENSP00000262643,9606.ENSP00000320485,0,0,0,0,0,0.134,0,0.580,0.620
CCNE1,CCND3,9606.ENSP00000262643,9606.ENSP00000362082,0,0,0,0.644,0.102,0,0,0.603,0.629
CCNE1,PIK3CA,9606.ENSP00000262643,9606.ENSP00000263967,0,0,0,0,0,0.071,0,0.620,0.631
CCNE1,NOTCH1,9606.ENSP00000262643,9606.ENSP00000498587,0,0,0,0,0,0.071,0,0.627,0.638
CCNE1,DGCR8,9606.ENSP00000262643,9606.ENSP00000263209,0,0,0,0,0.044,0,0,0.639,0.640
CCNE1,STAT3,9606.ENSP00000262643,9606.ENSP00000264657,0,0,0,0,0,0,0.400,0.437,0.647
CCNE1,SPOP,9606.ENSP00000262643,9606.ENSP00000377001,0,0,0,0,0.051,0.541,0,0.254,0.647
CCNE1,LATS2,9606.ENSP00000262643,9606.ENSP00000372035,0,0,0,0,0,0.180,0,0.608,0.665
CCNE1,AKT1,9606.ENSP00000262643,9606.ENSP00000451828,0,0,0,0,0,0.198,0,0.601,0.667
CCNE1,ERBB2,9606.ENSP00000262643,9606.ENSP00000269571,0,0,0,0,0,0.092,0,0.656,0.675
CCNE1,CTNNB1,9606.ENSP00000262643,9606.ENSP00000495360,0,0,0,0,0,0.305,0,0.565,0.685
CCNE1,SMARCA4,9606.ENSP00000262643,9606.ENSP00000343896,0,0,0,0,0.087,0.544,0,0.325,0.695
CCNE1,BRCA1,9606.ENSP00000262643,9606.ENSP00000418960,0,0,0,0,0.087,0.292,0,0.599,0.718
CCNE1,EGFR,9606.ENSP00000262643,9606.ENSP00000275493,0,0,0,0,0,0.092,0,0.738,0.752
